"";"D. execució";"D. valor";"Concepte";"Import";"Saldo"
"";"26/10/2022";"24/10/2022";"COMPRA TARJETA DEBITO/CREDITO AMZN Mktp ES*3W6OS8UX5 TJ*0011";"-169,99";"923,48"
"";"25/10/2022";"25/10/2022";"COMPRA TARJETA DEBITO/CREDITO S.I.M.A. TJ*0011";"-1,73";"1.093,47"
"";"24/10/2022";"24/10/2022";"COMPRA TARJETA DEBITO/CREDITO CAL PASSANALS TJ*5783";"-18,67";"1.095,20"
"";"24/10/2022";"24/10/2022";"COMPRA TARJETA DEBITO/CREDITO CREU TJ*5783";"-10,50";"1.113,87"
"";"23/10/2022";"23/10/2022";"COMPRA TARJETA DEBITO/CREDITO BON AREA TJ*0011";"-65,00";"1.124,37"
"";"22/10/2022";"22/10/2022";"COMPRA TARJETA DEBITO/CREDITO GUISSONA T533 TJ*0011";"-3,51";"1.189,37"
"";"22/10/2022";"22/10/2022";"COMPRA TARJETA DEBITO/CREDITO ESAGRISTAM S.L. TJ*0011";"-16,95";"1.192,88"
"";"21/10/2022";"21/10/2022";"COMPRA TARJETA DEBITO/CREDITO PIERA TJ*0011";"-40,86";"1.209,83"
"";"21/10/2022";"19/10/2022";"COMPRA TARJETA DEBITO/CREDITO AMZN Mktp ES*ZD7M99XU5 TJ*0011";"-9,99";"1.250,69"
"";"19/10/2022";"19/10/2022";"COMPRA TARJETA DEBITO/CREDITO VALLDAURA PNEUMATICS TJ*5783";"-160,00";"1.260,68"
"";"19/10/2022";"19/10/2022";"COMPRA TARJETA DEBITO/CREDITO BON AREA TJ*0011";"-60,00";"1.420,68"
"";"18/10/2022";"18/10/2022";"COMPRA TARJETA DEBITO/CREDITO FARMACIA RIGOL TJ*0011";"-8,73";"1.480,68"
"";"18/10/2022";"18/10/2022";"COMPRA TARJETA DEBITO/CREDITO FARMACIA RIGOL TJ*0011";"-11,43";"1.489,41"
"";"17/10/2022";"17/10/2022";"COMPRA TARJETA DEBITO/CREDITO HIPERMERCAT ESCLAT H78I TJ*0011";"-105,92";"1.500,84"
"";"17/10/2022";"17/10/2022";"COMPRA TARJETA DEBITO/CREDITO CAL PASSANALS TJ*5783";"-22,63";"1.606,76"
"";"17/10/2022";"17/10/2022";"COMPRA TARJETA DEBITO/CREDITO CREU TJ*5783";"-9,55";"1.629,39"
"";"17/10/2022";"17/10/2022";"COMPRA TARJETA DEBITO/CREDITO FARMACIA RIGOL TJ*0011";"-4,40";"1.638,94"
"";"15/10/2022";"15/10/2022";"COMPRA TARJETA DEBITO/CREDITO MCDONALD S IGUALADA TJ*0011";"-5,40";"1.643,34"
"";"15/10/2022";"15/10/2022";"COMPRA TARJETA DEBITO/CREDITO IKEA HOSPITALET HFB TJ*0011";"-16,00";"1.648,74"
"";"15/10/2022";"15/10/2022";"COMPRA TARJETA DEBITO/CREDITO IKEA HOSPITALET HFB TJ*0011";"-337,00";"1.664,74"
"";"15/10/2022";"15/10/2022";"COMPRA TARJETA DEBITO/CREDITO IKEA HOSPITALET FOOD TJ*0011";"-6,00";"2.001,74"
"";"14/10/2022";"14/10/2022";"COMPRA TARJETA DEBITO/CREDITO PIERA TJ*0011";"-18,36";"2.007,74"
"";"14/10/2022";"14/10/2022";"COMPRA TARJETA DEBITO/CREDITO PIERA TJ*0011";"-6,73";"2.026,10"
"";"14/10/2022";"11/10/2022";"COMPRA TARJETA DEBITO/CREDITO PAYPAL *GOOGLE GOOGLE TJ*0011";"-19,99";"2.032,83"
"";"14/10/2022";"14/10/2022";"RECIBO SIMYO";"-10,72";"2.052,82"
"";"13/10/2022";"13/10/2022";"COMPRA TARJETA DEBITO/CREDITO FARMACIA RIGOL TJ*0011";"-14,70";"2.063,54"
"";"13/10/2022";"13/10/2022";"COMPRA TARJETA DEBITO/CREDITO FARMACIA RIGOL TJ*0011";"-33,34";"2.078,24"
"";"13/10/2022";"13/10/2022";"COMPRA TARJETA DEBITO/CREDITO FARMACIA RIGOL TJ*0011";"-7,89";"2.111,58"
"";"13/10/2022";"11/10/2022";"COMPRA TARJETA DEBITO/CREDITO AMZN Mktp ES*IC5TP4BQ5 TJ*0011";"-165,90";"2.119,47"
"";"13/10/2022";"10/10/2022";"COMPRA TARJETA DEBITO/CREDITO PAYPAL *ALIPAY EUR TJ*0011";"-2,22";"2.285,37"
"";"13/10/2022";"13/10/2022";"RECIBO SIMYO";"-12,00";"2.287,59"
"";"12/10/2022";"13/10/2022";"TRANSF PARA AMPA Serra de Coll-B s Dessuadora Ton Soler Pardos";"-28,00";"2.299,59"
"";"12/10/2022";"12/10/2022";"TRANSF DE PayPal (Europe) S.a r.l. et Cie, S.C.A. YYW1022844807020 PAY";"18,65";"2.327,59"
"";"11/10/2022";"11/10/2022";"COMPRA TARJETA DEBITO/CREDITO DROGUERIA RIBA TJ*0011";"-7,00";"2.308,94"
"";"11/10/2022";"11/10/2022";"COMPRA TARJETA DEBITO/CREDITO S.I.M.A. TJ*0011";"-0,35";"2.315,94"
"";"11/10/2022";"11/10/2022";"COMPRA TARJETA DEBITO/CREDITO LA BONA ESPARDENYA TJ*0011";"-22,00";"2.316,29"
"";"11/10/2022";"11/10/2022";"COMPRA TARJETA DEBITO/CREDITO S.I.M.A. TJ*0011";"-0,35";"2.338,29"
"";"11/10/2022";"11/10/2022";"COMPRA TARJETA DEBITO/CREDITO S.I.M.A. TJ*0011";"-0,35";"2.338,64"
"";"11/10/2022";"11/10/2022";"COMPRA TARJETA DEBITO/CREDITO PIERA TJ*0011";"-21,78";"2.338,99"
"";"11/10/2022";"09/10/2022";"COMPRA TARJETA DEBITO/CREDITO PAYPAL *ALIPAY EUR TJ*0011";"-2,01";"2.360,77"
"";"11/10/2022";"09/10/2022";"COMPRA TARJETA DEBITO/CREDITO PAYPAL *ALIPAY EUR TJ*0011";"-1,18";"2.362,78"
"";"10/10/2022";"10/10/2022";"COMPRA TARJETA DEBITO/CREDITO HIPERMERCAT ESCLAT H78I TJ*0011";"-21,80";"2.363,96"
"";"09/10/2022";"09/10/2022";"COMPRA TARJETA DEBITO/CREDITO TORRES MASIP TJ*0011";"-14,00";"2.385,76"
"";"08/10/2022";"10/10/2022";"TRANSF PARA Cal Monegal Marta Pardos Mas 2-461";"-102,10";"2.399,76"
"";"07/10/2022";"07/10/2022";"COMPRA TARJETA DEBITO/CREDITO GUISSONA T533 TJ*0011";"-9,16";"2.501,86"
"";"07/10/2022";"07/10/2022";"COMPRA TARJETA DEBITO/CREDITO S.I.M.A. TJ*0011";"-0,45";"2.511,02"
"";"07/10/2022";"07/10/2022";"COMPRA TARJETA DEBITO/CREDITO S.I.M.A. TJ*0011";"-0,60";"2.511,47"
"";"07/10/2022";"07/10/2022";"COMPRA TARJETA DEBITO/CREDITO CRISTALLERIA MARIA 55SL U TJ*0011";"-43,35";"2.512,07"
"";"07/10/2022";"07/10/2022";"COMPRA TARJETA DEBITO/CREDITO S.I.M.A. TJ*0011";"-2,20";"2.555,42"
"";"07/10/2022";"07/10/2022";"COMPRA TARJETA DEBITO/CREDITO BON AREA TJ*0011";"-60,00";"2.557,62"
"";"07/10/2022";"07/10/2022";"COMPRA TARJETA DEBITO/CREDITO PIERA TJ*0011";"-17,82";"2.617,62"
"";"07/10/2022";"05/10/2022";"COMPRA TARJETA DEBITO/CREDITO Strato TJ*5783";"-18,03";"2.635,44"
"";"07/10/2022";"05/10/2022";"COMPRA TARJETA DEBITO/CREDITO Strato TJ*5783";"-6,54";"2.653,47"
"";"07/10/2022";"07/10/2022";"RECIBO COL.LEGI OFICIAL DE FARMACEUTICS DE BCN";"-37,23";"2.660,01"
"";"06/10/2022";"06/10/2022";"COMPRA TARJETA DEBITO/CREDITO SUPERMERCADOS SUPER MAS TJ*0011";"-49,18";"2.697,24"
"";"06/10/2022";"04/10/2022";"COMPRA TARJETA DEBITO/CREDITO HYTECK 4319699 TJ*0011";"-67,40";"2.746,42"
"";"05/10/2022";"03/10/2022";"COMPRA TARJETA DEBITO/CREDITO Amazon.es*2K8YX1S14 TJ*0011";"-16,99";"2.813,82"
"";"05/10/2022";"05/10/2022";"RECIBO ANA MARIA POVEDA NAVARRO";"-200,00";"2.830,81"
"";"05/10/2022";"05/10/2022";"RECIBO IGUANA COMUNICACIONS S.L.";"-33,90";"3.030,81"
"";"04/10/2022";"04/10/2022";"COMPRA TARJETA DEBITO/CREDITO S.I.M.A. TJ*0011";"-0,35";"3.064,71"
"";"04/10/2022";"04/10/2022";"COMPRA TARJETA DEBITO/CREDITO ASSISTENCIAL ANOIA S.A. TJ*0011";"-60,00";"3.065,06"
"";"04/10/2022";"04/10/2022";"COMPRA TARJETA DEBITO/CREDITO HIPERMERCAT ESCLAT H23P TJ*0011";"-18,44";"3.125,06"
"";"03/10/2022";"03/10/2022";"COMPRA TARJETA DEBITO/CREDITO CREU TJ*5783";"-8,20";"3.143,50"
"";"03/10/2022";"03/10/2022";"COMPRA TARJETA DEBITO/CREDITO CAL PASSANALS TJ*5783";"-11,28";"3.151,70"
"";"03/10/2022";"28/09/2022";"COMPRA TARJETA DEBITO/CREDITO PAYPAL *COSMENATCAS TJ*0011";"-52,09";"3.162,98"
"";"03/10/2022";"28/09/2022";"COMPRA TARJETA DEBITO/CREDITO PAYPAL *MANOMANO 77278 TJ*0011";"-14,46";"3.215,07"
"";"03/10/2022";"03/10/2022";"TRANSFERENCIA IGRID S.L. ABONO NOMINA 09/2022";"1.923,14";"3.229,53"
"";"01/10/2022";"01/10/2022";"COMPRA TARJETA DEBITO/CREDITO CAPRABO 7678 TJ*0011";"-12,22";"1.306,39"
"";"01/10/2022";"01/10/2022";"COMPRA TARJETA DEBITO/CREDITO ELECTRODOMESTICS CAMPS TJ*0011";"-380,00";"1.318,61"
