"";"D. execució";"D. valor";"Concepte";"Import";"Saldo"
"";"31/08/2022";"31/08/2022";"COMPRA TARJETA DEBITO/CREDITO BON AREA TJ*5783";"-50,00";"2.127,43"
"";"30/08/2022";"30/08/2022";"RECIBO PayPal (Europe) S.a r.l. et Cie, S.C.A.";"-50,98";"2.177,43"
"";"26/08/2022";"26/08/2022";"COMPRA TARJETA DEBITO/CREDITO BOHIGAS POP UP BAR TJ*0011";"-92,90";"2.228,41"
"";"26/08/2022";"26/08/2022";"COMPRA TARJETA DEBITO/CREDITO SUPERMERCADOS SUPER MAS TJ*0011";"-36,67";"2.321,31"
"";"26/08/2022";"26/08/2022";"COMPRA TARJETA DEBITO/CREDITO FARMACIA RIGOL TJ*0011";"-25,50";"2.357,98"
"";"26/08/2022";"26/08/2022";"COMPRA TARJETA DEBITO/CREDITO FARMACIA RIGOL TJ*0011";"-14,00";"2.383,48"
"";"26/08/2022";"23/08/2022";"COMPRA TARJETA DEBITO/CREDITO AMAZON.ES*F576V6SS5 AMAZO TJ*0011";"-124,32";"2.397,48"
"";"25/08/2022";"26/08/2022";"TRANSF PARA MARTA PARDOS MAS TRASPAS";"-13,13";"2.521,80"
"";"25/08/2022";"25/08/2022";"COMPRA TARJETA DEBITO/CREDITO PARKING L ILLA SCP TJ*5783";"-4,05";"2.534,93"
"";"25/08/2022";"25/08/2022";"COMPRA TARJETA DEBITO/CREDITO CONSUM IGUALADA TJ*0011";"-6,24";"2.538,98"
"";"25/08/2022";"25/08/2022";"COMPRA TARJETA DEBITO/CREDITO SUPERMERCADOS SUPER MAS TJ*0011";"-14,06";"2.545,22"
"";"25/08/2022";"25/08/2022";"COMPRA TARJETA DEBITO/CREDITO FORN DE PA XATA TJ*0011";"-21,40";"2.559,28"
"";"25/08/2022";"25/08/2022";"COMISION TARJETA";"-12,00";"2.580,68"
"";"24/08/2022";"24/08/2022";"COMPRA TARJETA DEBITO/CREDITO ESAGRISTAM S.L. TJ*0011";"-48,90";"2.592,68"
"";"23/08/2022";"23/08/2022";"TRANSF DE MARTA PARDOS MAS TRASPAS  BBVA";"634,71";"2.641,58"
"";"22/08/2022";"22/08/2022";"RECIBO MINYONS ESCOLTES GUIES SANT JORDI DE CAT";"-100,00";"2.006,87"
"";"20/08/2022";"20/08/2022";"COMPRA TARJETA DEBITO/CREDITO IBERICUS IGUALADA TJ*5783";"-3,95";"2.106,87"
"";"20/08/2022";"20/08/2022";"COMPRA TARJETA DEBITO/CREDITO IBERICUS IGUALADA TJ*5783";"-3,95";"2.110,82"
"";"19/08/2022";"19/08/2022";"COMPRA TARJETA DEBITO/CREDITO TALLERS PIERA SCP TJ*0011";"-852,13";"2.114,77"
"";"17/08/2022";"17/08/2022";"COMPRA TARJETA DEBITO/CREDITO FARMACIA RIGOL TJ*0011";"-12,33";"2.966,90"
"";"17/08/2022";"17/08/2022";"COMPRA TARJETA DEBITO/CREDITO FARMACIA RIGOL TJ*0011";"-5,43";"2.979,23"
"";"17/08/2022";"14/08/2022";"COMPRA TARJETA DEBITO/CREDITO PAYPAL *FREELANCER TJ*5783";"-25,93";"2.984,66"
"";"16/08/2022";"16/08/2022";"COMPRA TARJETA DEBITO/CREDITO SUPERMERCADOS SUPER MAS TJ*0011";"-43,98";"3.010,59"
"";"16/08/2022";"14/08/2022";"COMPRA TARJETA DEBITO/CREDITO PAYPAL *FREELANCER TJ*5783";"-27,97";"3.054,57"
"";"16/08/2022";"16/08/2022";"RECIBO SIMYO";"-12,00";"3.082,54"
"";"16/08/2022";"16/08/2022";"RECIBO SIMYO";"-10,00";"3.094,54"
"";"15/08/2022";"15/08/2022";"COMPRA TARJETA DEBITO/CREDITO GUISSONA T533 TJ*0011";"-33,28";"3.104,54"
"";"14/08/2022";"14/08/2022";"COMPRA TARJETA DEBITO/CREDITO BON AREA JOAQUIMA VERDUNA TJ*0011";"-12,92";"3.137,82"
"";"13/08/2022";"13/08/2022";"COMPRA TARJETA DEBITO/CREDITO LIDL ODENA-VILANOVA TJ*0011";"-10,26";"3.150,74"
"";"13/08/2022";"13/08/2022";"COMPRA TARJETA DEBITO/CREDITO FARMACIA RIGOL TJ*0011";"-15,88";"3.161,00"
"";"11/08/2022";"11/08/2022";"COMPRA TARJETA DEBITO/CREDITO PIERA TJ*0011";"-28,84";"3.176,88"
"";"11/08/2022";"11/08/2022";"COMPRA TARJETA DEBITO/CREDITO FARMACIA RIGOL TJ*0011";"-13,23";"3.205,72"
"";"10/08/2022";"10/08/2022";"COMPRA TARJETA DEBITO/CREDITO IBERICUS IGUALADA TJ*0011";"-7,90";"3.218,95"
"";"10/08/2022";"10/08/2022";"COMPRA TARJETA DEBITO/CREDITO LA PANERA DEL PA IGUALADA TJ*0011";"-16,54";"3.226,85"
"";"09/08/2022";"09/08/2022";"COMPRA TARJETA DEBITO/CREDITO GUISSONA T533 TJ*5783";"-20,67";"3.243,39"
"";"08/08/2022";"08/08/2022";"COMPRA TARJETA DEBITO/CREDITO PIERA TJ*0011";"-11,65";"3.264,06"
