"";"D. execució";"D. valor";"Concepte";"Import";"Saldo"
"";"16/03/2021";"13/03/2021";"COMPRA TARJETA DEBITO/CREDITO PAYPAL *BIKECOMPONE TJ*5783";"-186,33";"832,77"
"";"16/03/2021";"16/03/2021";"COMPRA TARJETA DEBITO/CREDITO HIPERMERCAT ESCLAT H23P TJ*0011";"-22,34";"1.019,10"
"";"16/03/2021";"16/03/2021";"COMPRA TARJETA DEBITO/CREDITO FARMACIA RIGOL TJ*0011";"-32,00";"1.041,44"
"";"15/03/2021";"15/03/2021";"COMPRA TARJETA DEBITO/CREDITO CAL FONT TJ*0011";"-17,20";"1.073,44"
"";"15/03/2021";"15/03/2021";"COMPRA TARJETA DEBITO/CREDITO S.I.M.A. TJ*0011";"-1,00";"1.090,64"
"";"13/03/2021";"13/03/2021";"COMPRA TARJETA DEBITO/CREDITO ALDI IGUALADA TJ*5783";"-8,97";"1.091,64"
"";"12/03/2021";"12/03/2021";"COMPRA TARJETA DEBITO/CREDITO PIERA TJ*0011";"-29,56";"1.100,61"
"";"11/03/2021";"11/03/2021";"COMPRA TARJETA DEBITO/CREDITO AGRO IGUALADA S C C L TJ*0011";"-43,27";"1.130,17"
"";"11/03/2021";"11/03/2021";"RECIBO PayPal (Europe) S.a.r.l. et Cie., S.C.A.";"-2,21";"1.173,44"
"";"11/03/2021";"11/03/2021";"RECIBO SIMYO";"-10,00";"1.175,65"
"";"11/03/2021";"11/03/2021";"RECIBO SIMYO";"-9,00";"1.185,65"
"";"09/03/2021";"09/03/2021";"COMPRA TARJETA DEBITO/CREDITO S.I.M.A. TJ*0011";"-0,35";"1.194,65"
"";"09/03/2021";"09/03/2021";"COMPRA TARJETA DEBITO/CREDITO HIPERMERCAT ESCLAT H23P TJ*0011";"-45,19";"1.195,00"
"";"08/03/2021";"08/03/2021";"COMPRA TARJETA DEBITO/CREDITO CAL FONT TJ*0011";"-12,08";"1.240,19"
"";"08/03/2021";"08/03/2021";"COMPRA TARJETA DEBITO/CREDITO S.I.M.A. TJ*0011";"-0,75";"1.252,27"
"";"08/03/2021";"08/03/2021";"RECIBO COL.LEGI OFICIAL DE FARMACEUTICS DE BCN";"-37,03";"1.253,02"
"";"05/03/2021";"05/03/2021";"RECIBO IGUANA COMUNICACIONS S.L.";"-14,57";"1.290,05"
"";"05/03/2021";"05/03/2021";"RECIBO ORANGE ESPAGNE S.A.";"-24,67";"1.304,62"
"";"05/03/2021";"05/03/2021";"COMPRA TARJETA DEBITO/CREDITO FARMACIA RIGOL TJ*0011";"-24,33";"1.329,29"
"";"04/03/2021";"04/03/2021";"COMPRA TARJETA DEBITO/CREDITO HIPERMERCAT ESCLAT H23P TJ*0011";"-19,14";"1.353,62"
"";"02/03/2021";"02/03/2021";"COMPRA TARJETA DEBITO/CREDITO S.I.M.A. TJ*0011";"-0,35";"1.372,76"
"";"02/03/2021";"02/03/2021";"COMPRA TARJETA DEBITO/CREDITO HIPERMERCAT ESCLAT H23P TJ*0011";"-30,89";"1.373,11"
"";"01/03/2021";"01/03/2021";"COMPRA TARJETA DEBITO/CREDITO ASFALT TJ*0011";"-34,98";"1.404,00"
